title,code,type,last update of data,last table structure change,data start,data end,start_year,start_period,end_year,end_period,domain
Severe material deprivation rate by tenure status,ILC_MDDD17,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
"Current account, main components, net balance - annual data, million units of national currency",TIPSBP14,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate by NUTS 2 region,ILC_MDDD21,dataset,2025-03-21 22:00:00+00:00,2024-01-10 10:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
"Current account, main components, credit - annual data, million units of national currency",TIPSBP15,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate by degree of urbanisation,ILC_MDDD23,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Current account, main components, debit - annual data, million units of national currency",TIPSBP16,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Severe material deprivation rate for children by educational attainment level of their parents (population aged 0 to 17 years),ILC_MDDD60,dataset,2025-03-21 22:00:00+00:00,2024-11-14 10:00:00+00:00,2003,2020,2003.0,,2020.0,,ILC
Capital account - annual data,TIPSBP17,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Persons who cannot afford a telephone,ILC_MDDU01,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2021,2003.0,,2021.0,,ILC
Financial account - annual data,TIPSBP18,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Persons who cannot afford a colour TV,ILC_MDDU02,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2021,2003.0,,2021.0,,ILC
"Financial account by components, net balance - annual data, million units of national currency",TIPSBP19,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Persons who cannot afford a computer,ILC_MDDU03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Current account balance - annual data,TIPSBP20,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Persons who cannot afford a washing machine,ILC_MDDU04,dataset,2025-03-21 22:00:00+00:00,2024-01-03 22:00:00+00:00,2003,2021,2003.0,,2021.0,,ILC
"Direct investment in the reporting economy, main components - annual data, million units of national currency",TIPSBP21,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Persons who cannot afford a personal car,ILC_MDDU05,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment abroad, main components - annual data, million units of national currency",TIPSBP22,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
"Persons who cannot afford to replace worn-out clothes by some new (not second-hand) ones by age, sex and income group",ILC_MDDU06A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
Current account balance - quarterly data,TIPSBP40,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Persons who cannot afford to replace worn-out clothes by some new (not second-hand) ones by employment status and income quintile,ILC_MDDU06B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Current account, main components, net balance - quarterly data, % of GDP",TIPSBP41,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Persons who cannot afford internet connection for personal use at home by age, sex and income group",ILC_MDDU07A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Current account, main components, credit - quarterly data, % of GDP",TIPSBP42,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Current account, main components, debit - quarterly data, % of GDP",TIPSBP43,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Persons who cannot afford internet connection for personal use at home by employment status and income quintile,ILC_MDDU07B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Current account, main components, net balance - quarterly data, million units of national currency",TIPSBP44,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Noise from neighbours or from the street,ILC_MDDW01,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Current account, main components, credit - quarterly data, million units of national currency",TIPSBP45,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Current account, main components, debit - quarterly data, million units of national currency",TIPSBP46,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Pollution, grime or other environmental problems",ILC_MDDW02,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Capital account - quarterly data,TIPSBP47,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Crime, violence or vandalism in the area",ILC_MDDW03,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Financial account - quarterly data,TIPSBP48,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Noise from neighbours or from the street by degree of urbanisation,ILC_MDDW04,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Financial account, main components - quarterly data, million units of national currency",TIPSBP49,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Pollution, grime or other environmental problems by degree of urbanisation",ILC_MDDW05,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Net Lending/Borrowing (current and capital account) - quarterly data,TIPSBP50,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Crime, violence or vandalism in the area by degree of urbanisation",ILC_MDDW06,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment in the reporting economy - quarterly data, % of GDP",TIPSBP51,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Share of housing costs in disposable household income, by type of household and income group",ILC_MDED01,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment in the reporting economy, main components - quarterly data, million units of national currency",TIPSBP52,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
"Share of rent related to occupied dwelling in disposable household income, by type of household and income group",ILC_MDED02,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment abroad - quarterly data, % of GDP",TIPSBP53,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Total housing costs in pps,ILC_MDED03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment abroad, main components - quarterly data, million units of national currency",TIPSBP54,dataset,2025-04-03 21:00:00+00:00,2025-04-03 21:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSBP
Share of exports of advanced economies,TIPSBP60,dataset,2025-02-05 22:00:00+00:00,2025-02-05 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSBP
Financial burden of the total housing cost,ILC_MDED04,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Net Lending/Borrowing (current and capital account) - annual data,TIPSBP70,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Financial burden of the repayment of debts from hire purchases or loans,ILC_MDED05,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Direct investment liabilities (flows) - annual data, % of GDP",TIPSBP90,dataset,2025-04-11 21:00:00+00:00,2025-04-11 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSBP
Inability to keep home adequately warm,ILC_MDES01,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Core inflation differential vis-à-vis EA,TIPSCP10,dataset,2025-04-16 09:00:00+00:00,2025-04-16 09:00:00+00:00,2002,2024,2002.0,,2024.0,,TIPSCP
Inability to keep home adequately warm by NUTS 2 region,ILC_MDES01_R,dataset,2025-04-30 09:00:00+00:00,2025-03-28 10:00:00+00:00,2021,2024,2021.0,,2024.0,,ILC
Net trade balance of energy products - % of GDP,TIPSEN10,dataset,2025-05-02 21:00:00+00:00,2025-04-14 21:00:00+00:00,2002,2024,2002.0,,2024.0,,TIPSEN
"Real effective exchange rate - percentage changes, 42 trading partners",TIPSER10,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSER
Inability to afford paying for one week annual holiday away from home,ILC_MDES02,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nominal effective exchange rate - 42 trading partners,TIPSER11,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSER
"Inability to afford a meal with meat, chicken, fish (or vegetarian equivalent) every second day",ILC_MDES03,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
Nominal effective exchange rate - euro area trading partners,TIPSER12,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSER
"Real effective exchange rate - index, 42 trading partners",TIPSER13,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSER
"Inability to afford a meal with meat, chicken, fish (or vegetarian equivalent) every second day by NUTS 2 region",ILC_MDES03_R,dataset,2025-04-30 09:00:00+00:00,2025-03-28 10:00:00+00:00,2021,2024,2021.0,,2024.0,,ILC
Real effective exchange rate - euro area trading partners,TIPSER20,dataset,2025-03-11 10:00:00+00:00,2025-03-11 10:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSER
Export market shares - 3 years % change,TIPSEX10,dataset,2025-02-05 22:00:00+00:00,2025-02-05 22:00:00+00:00,1997,2023,1997.0,,2023.0,,TIPSEX
Export market shares by items - 1 year % change,TIPSEX11,dataset,2025-02-05 22:00:00+00:00,2025-02-05 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSEX
Inability to face unexpected financial expenses,ILC_MDES04,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Exports of high technology products as a share of total exports, SITC Rev. 4 - %",TIPSEX12,dataset,2024-01-31 22:00:00+00:00,2025-01-23 22:00:00+00:00,2007,2022,2007.0,,2022.0,,TIPSEX
Export market shares in volume,TIPSEX13,dataset,2025-05-02 21:00:00+00:00,2025-04-29 21:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSEX
Inability to face unexpected financial expenses by NUTS 2 region,ILC_MDES04_R,dataset,2025-04-30 09:00:00+00:00,2025-03-28 10:00:00+00:00,2021,2024,2021.0,,2024.0,,ILC
Export market shares by items - % of world total,TIPSEX20,dataset,2025-02-05 22:00:00+00:00,2025-02-05 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSEX
"Arrears (mortgage or rent, utility bills or hire purchase) from 2003 onwards",ILC_MDES05,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Total financial sector liabilities, non-consolidated - annual data",TIPSFS10,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSFS
"Arrears (mortgage or rent, utility bills or hire purchase) until 2001",ILC_MDES05H,dataset,2009-06-10 09:00:00+00:00,2024-01-03 22:00:00+00:00,1994,2001,1994.0,,2001.0,,ILC
"Total financial sector liabilities, by sub-sectors, non-consolidated - % of GDP",TIPSFS11,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSFS
"Arrears (mortgage or rent, utility bills or hire purchase) by NUTS 2 region",ILC_MDES05_R,dataset,2025-04-30 09:00:00+00:00,2025-03-28 10:00:00+00:00,2021,2024,2021.0,,2024.0,,ILC
"Total financial sector liabilities, by sub-sectors, non-consolidated - million units of national currency",TIPSFS12,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2023,1995.0,,2023.0,,TIPSFS
Arrears on mortgage or rent payments,ILC_MDES06,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Total financial sector liabilities, by instruments, non-consolidated - % of GDP",TIPSFS13,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
Arrears on utility bills,ILC_MDES07,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Total financial sector liabilities, by instruments, non-consolidated - million units of national currency",TIPSFS14,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
Arrears on hire purchase instalments or other loan payments,ILC_MDES08,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Financial sector leverage (debt to equity), non-consolidated - %",TIPSFS20,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
Inability to make ends meet,ILC_MDES09,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"Total financial sector liabilities, consolidated",TIPSFS30,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
"Persons who cannot afford to get-together with friends or family (relatives) for a drink or meal at least once a month by age, sex and income group",ILC_MDES10A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Total financial sector liabilities, by sub-sectors, consolidated - % of GDP",TIPSFS31,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
Persons who cannot afford to get-together with friends or family (relatives) for a drink or meal at least once a month by employment status and income quintile,ILC_MDES10B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Total financial sector liabilities, by sub-sectors, consolidated - million units of national currency",TIPSFS32,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
"Persons who cannot afford to regularly participate in a leisure activity by age, sex and income group",ILC_MDES11A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Total financial sector liabilities, by instruments, consolidated - % of GDP",TIPSFS33,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
Persons who cannot afford to regularly participate in a leisure activity by employment status and income quintile,ILC_MDES11B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"Total financial sector liabilities, by instruments, consolidated - million units of national currency",TIPSFS34,dataset,2025-05-03 09:00:00+00:00,2025-03-27 22:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSFS
"Persons who cannot afford to spend a small amount of money each week on themselves by age, sex and income group",ILC_MDES12A,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
"General government gross debt (EDP concept), consolidated - annual data",TIPSGO10,dataset,2025-04-22 09:00:00+00:00,2025-04-22 09:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSGO
Persons who cannot afford to spend a small amount of money each week on themselves by employment status and income quintile,ILC_MDES12B,dataset,2025-04-30 09:00:00+00:00,2025-01-27 22:00:00+00:00,2014,2024,2014.0,,2024.0,,ILC
Government consolidated gross debt by components - annual data,TIPSGO11,dataset,2025-04-22 09:00:00+00:00,2025-04-22 09:00:00+00:00,1995,2024,1995.0,,2024.0,,TIPSGO
"Persons who cannot afford a regular use of public transport by age, sex and income group",ILC_MDES13A,dataset,2024-07-12 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2016,2014.0,,2016.0,,ILC
"General government gross debt (EDP concept), consolidated - quarterly data",TIPSGO20,dataset,2025-04-22 09:00:00+00:00,2025-04-22 09:00:00+00:00,1995-Q1,2024-Q4,1995.0,Q1,2024.0,Q4,TIPSGO
Persons who cannot afford a regular use of public transport by employment status and income quintile,ILC_MDES13B,dataset,2023-06-27 21:00:00+00:00,2024-01-03 22:00:00+00:00,2014,2016,2014.0,,2016.0,,ILC
"House price index, deflated - annual data",TIPSHO10,dataset,2025-04-08 09:00:00+00:00,2025-04-08 09:00:00+00:00,2000,2024,2000.0,,2024.0,,TIPSHO
"Total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames or floor",ILC_MDHO01,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"House price index, nominal - annual data",TIPSHO20,dataset,2025-04-08 09:00:00+00:00,2025-04-08 09:00:00+00:00,2000,2024,2000.0,,2024.0,,TIPSHO
"Children (aged 0 to 17) living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames or floor",ILC_MDHO01C,dataset,2025-04-30 09:00:00+00:00,2025-04-30 09:00:00+00:00,2003,2024,2003.0,,2024.0,,ILC
"House price index, deflated - quarterly data",TIPSHO30,dataset,2025-04-08 09:00:00+00:00,2025-04-08 09:00:00+00:00,2005-Q1,2024-Q4,2005.0,Q1,2024.0,Q4,TIPSHO
"Total population having neither a bath, nor a shower in their dwelling",ILC_MDHO02,dataset,2025-03-21 22:00:00+00:00,2024-02-06 10:00:00+00:00,2003,2023,2003.0,,2023.0,,ILC
House price index - quarterly data,TIPSHO40,dataset,2025-04-08 09:00:00+00:00,2025-04-08 09:00:00+00:00,2005-Q1,2024-Q4,2005.0,Q1,2024.0,Q4,TIPSHO
"Children (aged 0 to 17) having neither a bath, nor a shower in their dwelling",ILC_MDHO02C,dataset,2025-03-21 22:00:00+00:00,2024-02-06 10:00:00+00:00,2003,2023,2003.0,,2023.0,,ILC
